state_name,state_name_slug,state_code,state_code_slug,city_name,city_name_slug,district,at_large,vacant,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,pronunciation,gender,ethnicity,date_of_birth,entered_office,term_end,email,phone,latitude,longitude,address_complete,address_number,address_prefix,address_street,address_sec_unit_type,address_sec_unit_num,address_city,address_state,address_zipcode,address_type,population,background_url,city_government_url,city_council_url,city_council_calendar_url,city_council_legislation_url,city_council_committees_url,twitter_handle,twitter_url,facebook_url,photo_url
"New York","new-york","NY","ny","New York","new-york","36","false","false","councilor","democrat","Robert Cornegy","robert-cornegy","Robert","Robert","Cornegy",,,,"male","african-american",,"2014-01-01","2017-12-31","rcornegy@council.nyc.gov","718-919-0740","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","RobertCornegyJr","https://twitter.com/RobertCornegyJr","https://www.facebook.com/CouncilMemberRobertCornegy","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/robert-cornegy.jpg"
"New York","new-york","NY","ny","New York","new-york","37","false","false","councilor","democrat","Rafael Espinal","rafael-espinal","Rafael","Rafael","Espinal",,,,"male","white-american",,"2014-01-01","2017-12-31","respinal@council.nyc.gov","718-642-8664","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","rlespinal","https://twitter.com/rlespinal","https://www.facebook.com/RafaelLEspinaljr","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/rafael-espinal.jpg"
"New York","new-york","NY","ny","New York","new-york","38","false","false","councilor","democrat","Carlos Menchaca","carlos-menchaca","Carlos","Carlos","Menchaca",,,,"male","hispanic-american","1980-09-11","2014-01-01","2017-12-31","info38@council.nyc.gov","718-439-9012","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","cmenchaca","https://twitter.com/cmenchaca","https://www.facebook.com/Menchaca.Carlos.Jr","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/carlos-menchaca.jpg"
"New York","new-york","NY","ny","New York","new-york","39","false","false","councilor","democrat","Brad Lander","brad-lander","Brad","Brad","Lander",,,,"male","white-american",,"2010-01-01","2017-12-31","lander@council.nyc.gov","718-499-1090","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","bradlander","https://twitter.com/bradlander","https://www.facebook.com/BradLander","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/brad-lander.jpg"
"New York","new-york","NY","ny","New York","new-york","40","false","false","councilor","democrat","Mathieu Eugene","mathieu-eugene","Mathieu","Mathieu","Eugene",,,,"male","african-american","1954-04-01","2007-05-09","2017-12-31","mathieu.eugene@council.nyc.gov","718-287-8762","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","CMMathieuEugene","https://twitter.com/CMMathieuEugene","https://www.facebook.com/mathieu.eugene.50","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/mathieu-eugene.jpg"
"New York","new-york","NY","ny","New York","new-york","41","false","false","councilor","democrat","Darlene Mealy","darlene-mealy","Darlene","Darlene","Mealy",,,,"female","african-american",,"2006-01-01","2017-12-31","mealy@council.nyc.gov","718-953-3097","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","cmdarlenemealy","https://twitter.com/cmdarlenemealy","https://www.facebook.com/CityCouncilwomanDarleneMealy","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/darlene-mealy.jpg"
"New York","new-york","NY","ny","New York","new-york","42","false","false","councilor","democrat","Inez Barron","inez-barron","Inez","Inez","Barron",,,,"female","african-american",,"2014-01-01","2017-12-31","barron@council.nyc.gov","718-649-9495","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx",,,,"https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/inez-barron.jpg"
"New York","new-york","NY","ny","New York","new-york","43","false","false","councilor","democrat","Vincent Gentile","vincent-gentile","Vincent","Vincent","Gentile",,,,"male","white-american","1959-01-03","2003-03-18","2017-12-31","vgentile@council.nyc.gov","718-748-5200","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","VGentile43","https://twitter.com/VGentile43","https://www.facebook.com/CouncilmanGentile","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/vincent-gentile.jpg"
"New York","new-york","NY","ny","New York","new-york","44","false","false","councilor","democrat","David Greenfield","david-greenfield","David","David","Greenfield",,,,"male","white-american",,"2010-03-25","2017-12-31","dgreenfield@council.nyc.gov","718-853-2704","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","NYCGreenfield","https://twitter.com/NYCGreenfield","https://www.facebook.com/david.g.greenfield","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/david-greenfield.jpg"
"New York","new-york","NY","ny","New York","new-york","45","false","false","councilor","democrat","Jumaane Williams","jumaane-williams","Jumaane","Jumaane","Williams",,,,"male","african-american","1976-05-11","2010-01-01","2017-12-31","jwilliams@council.nyc.gov","718-629-2900","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","JumaaneWilliams","https://twitter.com/JumaaneWilliams","https://www.facebook.com/jumaane.williamscouncil","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/jumaane-williams.jpg"
"New York","new-york","NY","ny","New York","new-york","46","false","false","councilor","democrat","Alan Maisel","alan-maisel","Alan","Alan","Maisel",,,,"male","white-american","1945-07-25","2014-01-01","2017-12-31","amaisel@council.nyc.gov","718-241-9330","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx",,,"https://www.facebook.com/Alan-Maisel-101012230083901","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/alan-maisel.jpg"
"New York","new-york","NY","ny","New York","new-york","47","false","false","councilor","democrat","Mark Treyger","mark-treyger","Mark","Mark","Treyger",,,,"male","white-american","1982-04-15","2014-01-01","2017-12-31","mtreyger@council.nyc.gov","718-373-9673","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","marktreyger718","https://twitter.com/marktreyger718","https://www.facebook.com/CouncilMemberTreyger","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/mark-treyger.jpg"
"New York","new-york","NY","ny","New York","new-york","48","false","false","councilor","democrat","Chaim Deutsch","chaim-deutsch","Chaim","Chaim","Deutsch",,,,"male","white-american","1969-04-15","2014-01-01","2017-12-31","cdeutsch@council.nyc.gov","718-368-9176","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","ChaimDeutsch","https://twitter.com/ChaimDeutsch","https://www.facebook.com/people/Councilman-Chaim-Deutsch/100004765095752","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/chaim-deutsch.jpg"
"New York","new-york","NY","ny","New York","new-york","49","false","false","deputy-majority-leader","democrat","Deborah Rose","deborah-rose","Deborah","Deborah","Rose",,,,"female","african-american",,"2010-01-01","2017-12-31","drose@council.nyc.gov","718-556-7370","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","CMDebiRose","https://twitter.com/CMDebiRose","https://www.facebook.com/CouncilwomanDebiRose","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/deborah-rose.jpg"
"New York","new-york","NY","ny","New York","new-york","50","false","false","minority-leader","republican","Steven Matteo","steven-matteo","Steven","Steven","Matteo",,,,"male","white-american","1977-02-18","2015-07-01","2017-12-31","smatteo@council.nyc.gov","718-980-1017","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","StevenMatteo","https://twitter.com/StevenMatteo","https://www.facebook.com/StevenMatteoSI","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/steven-matteo.jpg"
"New York","new-york","NY","ny","New York","new-york","51","false","false","councilor","republican","Joe Borelli","joe-borelli","Joe","Joe","Borelli",,,,"male","white-american","1982-07-27","2015-11-30","2017-12-31","borelli@council.nyc.gov","718-984-5151","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","joeborellinyc","https://twitter.com/joeborellinyc","https://www.facebook.com/joe.borelli","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/joe-borelli.jpg"
"New York","new-york","NY","ny","New York","new-york",,"false","false","mayor","democrat","Bill De Blasio","bill-de-blasio","Bill","Bill","De Blasio",,,,"male","white-american","1961-05-08","2014-01-01","2017-12-31",,"212-788-3000","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","BilldeBlasio","https://twitter.com/BilldeBlasio","https://www.facebook.com/bill.deblasio/","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/bill-de-blasio.jpg"
"New York","new-york","NY","ny","New York","new-york",,"false","false","district-attorney","independent","Cyrus Vance","cyrus-vance","Cyrus","Cyrus","Vance",,,,"male","white-american","1954-06-14","2010-01-01","2017-12-31",,"212-335-9000","40.6643","-73.9385","250 Broadway Suite 1823 New York, NY 10007","250",,"Broadway","Suite","1823","New York","NY","10007",,"8550405","https://cdn.civil.services/city-council/ny/new-york/backgrounds/1280x720/city.jpg","http://www.nycgo.com","http://council.nyc.gov/districts/",,"http://legistar.council.nyc.gov/Legislation.aspx","http://legistar.council.nyc.gov/Departments.aspx","ManhattanDA","https://twitter.com/ManhattanDA","https://www.facebook.com/ManhattanDistrictAttorney","https://cdn.civil.services/city-council/ny/new-york/headshots/512x512/cyrus-vance.jpg"
